MutationType	CPCT02020318T	CPCT02010377T	CPCT02060017T	CPCT02060166T	DRUP01080024T	CPCT02300029T	CPCT02130024T	CPCT02370015T	CPCT02080291T	CPCT02330082T	CPCT02130035T	CPCT02020667T	CPCT02190030T	CPCT02070304T	CPCT02230093T	CPCT02170024T	CPCT02050342T	CPCT02130064T	CPCT02130063T	CPCT02080208T	CPCT02130066T	CPCT02130067T	CPCT02100172T	CPCT02130084T	CPCT02060220T	CPCT02100169T	CPCT02080218T	CPCT02050332T	DRUP01080031T	CPCT02040245T	DRUP01050048T	DRUP01010142T	CPCT02080224T	CPCT02260021T	CPCT02020762T	CPCT02130116T	CPCT02050342TII	CPCT02130138T	CPCT02130139T	CPCT02230115T	CPCT02010902T	CPCT02290056T	CPCT02130152T	DRUP01170003T	DRUP01010095T	DRUP01030024T	CPCT02040292T	DRUP01050035T	CPCT02020577T	CPCT02050263T	DRUP01010108T	DRUP01010109T	DRUP01010113T	CPCT02120059T	CPCT02170010T	CPCT02030398T	CPCT02050250T	CPCT02050076TII	CPCT02050182T	CPCT02070187T	CPCT02030373T	CPCT02020589T	CPCT02040154T	CPCT02050091T	CPCT02020406T	CPCT02020405T	CPCT02070052T	CPCT02060063T	CPCT02230004T	CPCT02300006T	CPCT02080066T	CPCT02010492T	CPCT02020460T	DRUP01010019T	CPCT02050133T	CPCT02050144T	CPCT02050286T	CPCT02130006T	CPCT02130003T	CPCT02340039T	CPCT02230075T	CPCT02080169T	CPCT02150005T	WIDE01010522T	WIDE01010696T
Del7:U(2,):R1	0	4	0	1	1	3	0	3	1	2	2	0	1	1	2	3	2	2	6	2	1	1	0	0	4	1	3	2	2	5	4	2	2	1	0	0	1	2	1	2	5	1	2	1	1	4	5	4	3	2	0	0	5	4	3	5	2	1	1	0	3	3	2	0	0	2	2	3	0	3	0	2	1	2	2	2	9	2	0	5	2	5	1	1	2
Del8:U(2,):R1	1	1	0	0	0	2	1	0	0	0	1	5	2	4	4	3	1	1	4	0	0	0	2	1	4	8	3	2	0	0	4	1	3	3	3	0	0	1	3	1	1	1	1	3	0	3	7	2	6	0	1	2	7	2	4	3	2	0	1	2	3	6	2	0	1	1	1	3	0	2	0	0	0	0	0	2	7	3	2	0	1	2	0	0	0
Del9:U(2,):R1	2	0	0	3	0	3	1	0	0	1	0	1	2	2	1	2	4	1	0	0	1	3	0	1	2	3	5	0	0	0	3	0	2	0	2	1	1	1	0	0	2	1	4	3	0	2	7	1	1	2	0	1	0	2	2	1	0	0	0	2	1	2	2	1	0	1	1	6	0	0	2	1	0	0	1	0	9	2	0	1	1	4	3	1	0
Del(10,):U(2,):R1	1	2	8	6	2	12	6	6	1	3	10	7	13	10	5	12	10	12	25	11	5	12	9	8	12	14	13	25	7	3	14	6	11	7	13	3	10	10	6	7	8	34	5	9	6	20	23	21	12	3	6	5	23	20	17	4	4	5	5	8	8	14	7	2	2	10	4	67	8	5	1	2	3	5	6	7	44	11	8	12	3	8	7	5	4
Del2:U1:R3	2	3	6	2	0	2	4	3	2	1	3	0	5	3	4	2	3	4	3	1	5	2	1	3	1	5	2	2	127	5	148	94	1	2	2	1	3	1	1	0	6	3	2	0	6	1	0	5	3	2	17	2	9	4	4	1	2	8	1	3	6	2	3	4	3	2	0	4	5	0	3	1	2	3	2	11	2	5	2	3	2	2	2	2	2
Del2:U1:R4	0	2	2	1	1	2	2	1	1	0	1	0	4	2	1	0	0	1	2	0	4	1	0	0	0	4	3	1	79	1	64	59	2	1	0	0	0	1	3	0	2	0	0	1	1	0	1	2	1	1	8	3	4	1	0	0	1	1	0	0	3	2	1	0	0	0	0	2	1	1	0	0	0	1	0	7	2	2	0	1	1	0	1	1	0
Del2:U1:R(5,9)	1	1	4	2	0	2	0	1	0	0	1	0	1	4	1	0	0	0	7	0	0	1	0	2	0	5	1	0	435	2	728	291	0	0	1	0	0	0	2	0	2	2	1	1	2	2	2	9	2	0	10	0	4	1	2	1	1	3	1	0	4	4	3	0	0	0	1	1	2	1	1	2	0	4	1	8	2	5	1	2	0	1	1	1	1
Del2:U2:R2	6	5	27	9	2	13	3	1	3	2	6	6	10	13	13	4	6	5	7	2	12	9	1	3	1	18	21	7	255	14	385	203	6	5	4	5	6	9	6	6	5	8	3	2	6	6	7	7	5	9	36	3	20	15	3	8	4	12	4	2	16	6	5	2	8	10	7	8	7	6	4	1	4	7	8	34	20	8	5	6	3	6	5	9	9
Del2:U2:R3	2	1	3	2	1	2	2	0	0	2	2	2	5	7	5	1	4	1	1	0	7	3	2	2	3	6	7	1	130	6	198	96	3	2	1	0	3	1	2	4	0	4	0	1	0	1	3	0	3	1	10	4	0	1	4	1	1	2	3	2	2	1	2	1	1	3	4	6	1	3	3	0	1	2	6	9	4	3	2	2	2	2	4	2	1
Del2:U2:R4	2	2	5	2	0	1	2	1	0	0	3	0	2	2	1	3	1	0	3	1	2	2	1	2	0	6	2	0	137	2	346	143	1	3	2	3	1	1	0	0	1	5	1	0	2	3	3	4	1	3	5	2	2	3	0	0	1	4	2	0	5	0	1	0	1	2	1	2	2	0	0	0	1	3	2	7	4	2	0	0	1	2	1	1	3
Del2:U2:R(5,9)	0	2	5	3	0	4	8	1	1	1	3	3	2	3	3	3	3	5	5	3	3	5	0	5	3	12	1	1	1038	4	2047	1057	3	4	0	1	6	1	1	0	1	3	0	1	1	3	3	5	2	0	20	2	7	2	4	2	1	4	1	1	8	3	0	0	0	1	4	1	7	3	2	4	2	6	3	14	8	3	3	5	1	2	3	6	2
Del3:U1:R4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	2	0	1	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Del3:U1:R(5,9)	0	1	2	0	0	1	0	0	0	0	0	2	1	1	1	0	2	0	0	0	0	0	1	0	0	3	0	0	12	0	14	4	0	0	0	0	2	1	0	1	1	2	1	0	1	2	0	2	0	1	2	0	1	1	1	0	1	1	0	0	2	0	1	0	0	0	0	1	2	0	0	0	1	1	0	1	2	0	0	0	0	1	0	0	0
Del3:U3:R2	5	4	14	11	3	21	5	3	2	1	14	9	6	16	20	3	9	6	9	1	6	17	1	5	5	16	17	4	334	15	462	311	3	4	5	4	8	6	5	7	6	4	1	1	9	11	13	11	4	6	33	1	8	7	4	8	2	7	7	4	11	3	6	2	8	4	8	6	2	3	3	2	3	6	4	21	10	9	3	3	3	11	4	5	7
Del3:U3:R3	3	1	3	1	2	3	3	2	1	1	1	1	1	4	2	0	4	3	7	1	4	1	0	0	2	5	6	3	132	3	169	106	2	3	2	1	3	1	3	1	2	0	2	1	5	4	4	7	3	4	12	0	5	0	1	1	1	2	0	0	1	0	1	2	1	2	2	2	2	0	0	0	2	4	1	7	5	5	0	0	0	2	2	1	0
Del3:U3:R4	3	0	1	0	0	0	0	0	0	0	4	2	0	1	0	0	3	0	3	0	0	0	0	0	1	2	1	0	36	0	60	40	0	1	1	1	2	1	0	0	0	0	0	0	0	1	0	5	0	1	2	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	1	2	0	0	0	0	0	4	1	1	1	2	1	0	0	0	0
Del3:U3:R(5,9)	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	2	1	69	0	111	50	0	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1	0	0	3	0	0	2	1	0	0	1	0	1	0	0	3	0	0	0	0	2	1	0	1	1	0	0	1	4	0	0	0	1	1	1	1	0	0
Del4:U1:R(5,9)	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	3	0	5	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Del4:U2:R3	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	4	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0
Del4:U2:R4	1	0	1	0	1	1	0	0	0	0	0	1	0	0	3	1	0	0	1	1	1	1	0	0	0	0	2	0	22	0	25	12	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	3	1	0	0	2	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	2	1	0	0	0	0	0
Del4:U2:R(5,9)	0	1	4	3	1	4	2	1	0	0	5	1	2	0	0	0	1	3	3	0	2	1	0	0	2	3	1	0	56	0	120	51	0	0	0	0	1	3	2	0	1	0	0	1	1	1	3	3	0	0	6	0	0	1	2	2	0	2	0	1	1	0	3	0	1	1	1	1	2	1	0	0	1	1	1	0	3	1	0	1	0	2	0	1	0
Del4:U4:R2	5	5	12	3	3	14	4	6	0	2	8	5	3	7	5	4	15	6	4	5	5	8	1	3	4	12	6	7	170	14	250	132	5	5	9	5	15	8	4	3	10	9	1	6	14	6	8	5	4	3	16	4	10	8	4	3	1	6	7	3	12	7	7	0	7	12	7	10	7	4	4	2	4	8	9	18	8	6	1	6	4	7	4	2	2
Del4:U4:R3	0	2	2	3	0	7	2	0	1	1	0	1	3	5	4	0	3	1	4	1	1	3	0	0	0	5	3	1	53	1	78	35	0	1	1	2	3	1	2	0	3	1	1	2	4	5	2	9	3	2	11	1	2	2	1	3	0	2	2	0	1	0	1	0	0	2	2	1	0	1	1	0	1	4	2	5	3	3	1	3	2	1	1	0	1
Del4:U4:R4	0	1	1	0	0	2	0	0	0	1	1	2	1	2	1	1	1	1	1	0	3	1	0	0	1	2	0	1	22	1	49	22	2	1	0	0	1	2	0	1	1	0	0	0	1	1	2	1	1	1	7	0	1	2	0	0	1	2	3	0	1	0	1	0	0	1	2	0	1	1	0	0	0	1	1	3	3	0	0	0	2	0	1	0	2
Del4:U4:R(5,9)	1	1	2	0	1	1	0	0	0	1	3	0	1	1	0	0	2	0	1	1	0	0	0	1	0	2	2	0	78	1	106	57	0	0	1	0	1	0	0	0	1	1	1	1	1	0	1	0	1	0	6	1	2	0	1	1	0	2	0	1	2	1	1	0	0	0	1	2	0	2	1	0	0	1	1	3	0	0	0	1	0	0	0	0	0
Del5:U1:R(5,9)	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
Del5:U5:R2	2	1	3	0	1	4	2	3	2	2	2	1	0	3	3	1	3	1	2	2	5	0	0	0	0	2	0	2	16	2	31	10	1	0	0	1	3	3	1	1	4	3	0	2	2	5	1	2	2	0	1	0	1	3	2	1	0	4	0	0	3	2	0	1	1	0	1	3	1	1	1	0	0	2	2	1	5	1	0	1	1	0	1	1	1
Del5:U5:R3	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	14	0	26	5	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Del5:U5:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	12	7	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
Del5:U5:R(5,9)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	0	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Del(6,):U1:R(7,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del(6,):U2:R(4,9)	0	0	1	0	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	7	0	20	5	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Del(6,):U3:R(3,9)	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	2	0	6	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0
Del(6,):U(4,):R(2,9)	5	1	1	3	0	1	3	2	3	1	3	2	3	2	4	1	3	2	6	0	1	5	1	1	2	13	6	4	33	3	57	21	4	3	3	1	3	2	3	1	3	1	0	0	5	4	6	6	2	3	40	2	0	10	0	2	1	9	3	0	18	1	1	2	3	4	2	9	1	1	0	0	0	4	5	6	15	8	1	4	3	1	1	0	0
Ins(2,4):M	3	6	9	16	4	8	8	5	6	3	10	7	6	16	6	11	11	9	27	7	6	7	5	7	6	29	14	5	376	20	562	183	5	2	3	5	12	19	15	4	6	5	0	7	16	5	8	23	7	7	51	4	3	15	10	10	6	19	7	8	18	7	6	1	4	7	9	12	4	4	5	5	3	10	11	56	22	10	5	8	1	3	4	9	1
Ins(5,):M	13	12	14	21	13	25	24	7	6	4	16	15	16	20	18	18	20	33	49	12	11	18	14	13	23	33	26	7	369	11	548	164	14	10	16	10	12	16	19	24	25	25	4	22	20	13	41	48	18	12	63	8	13	21	21	17	11	34	8	17	20	25	16	12	11	15	14	31	7	20	6	7	9	15	18	49	62	23	14	21	8	14	13	13	7
Ins2:U1:R0	0	1	0	0	7	0	1	1	1	0	1	0	2	1	1	1	2	1	0	0	0	0	1	0	0	0	1	0	10	0	13	6	0	1	0	1	1	0	3	0	1	2	0	0	1	0	0	0	1	0	2	1	1	3	2	1	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	1	1	0	4	0	1	0	0	0	0	0	0
Ins3:U1:R0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Ins4:U1:R0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins2:U2:R0	0	3	0	2	8	0	2	2	0	1	1	0	1	4	0	5	5	6	8	0	1	6	0	1	5	5	1	1	25	3	37	16	1	1	1	3	2	2	1	0	1	3	0	1	2	3	3	4	4	3	8	1	5	1	1	2	2	2	2	1	3	3	1	0	1	4	0	7	2	4	2	4	0	6	6	0	2	3	2	6	0	2	2	0	1
Ins3:U3:R0	0	0	1	2	4	1	2	0	1	2	1	0	0	1	0	2	4	3	2	1	3	0	3	1	2	1	1	0	21	3	17	9	0	1	1	0	1	3	2	0	0	1	1	0	0	0	0	2	2	0	3	0	1	0	3	2	1	1	0	4	2	1	1	0	0	0	1	2	0	0	0	2	1	0	1	5	9	2	0	1	1	2	0	1	1
Ins4:U2:R0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
Ins4:U4:R0	0	0	1	0	2	1	1	1	1	1	0	1	0	1	0	2	1	1	3	1	0	1	0	1	0	2	0	1	9	1	14	3	0	1	0	1	1	1	0	2	1	1	0	0	3	0	4	1	0	0	6	1	1	1	1	0	0	1	1	2	1	1	2	0	0	1	0	4	2	1	0	0	0	0	0	1	4	1	0	2	1	1	0	2	0
Ins(5,):R0	10	9	7	26	3	41	20	11	4	10	34	27	17	17	19	34	27	35	54	30	19	32	34	15	52	40	52	8	31	14	48	23	27	25	48	6	8	29	31	38	32	10	20	17	2	49	104	21	35	15	29	1	2	42	52	34	12	7	7	23	40	34	19	8	12	22	13	37	9	20	2	7	11	6	5	8	77	19	20	23	11	36	25	5	0
Ins2:U1:R1	0	0	0	1	3	1	0	0	2	2	3	0	0	5	2	0	1	2	0	0	1	0	1	1	1	1	2	2	12	3	14	4	2	0	2	3	1	3	3	0	1	2	0	0	0	0	1	2	1	1	0	0	3	3	1	1	0	0	1	0	2	1	0	1	0	1	0	1	0	1	0	1	0	1	2	5	2	0	1	1	0	1	0	1	0
Ins2:U1:R2	0	0	2	0	3	0	0	1	0	1	1	0	0	0	0	0	1	1	1	2	1	2	0	0	1	2	1	0	5	3	5	3	1	0	0	0	1	2	0	0	1	3	0	0	1	1	1	1	0	1	3	1	0	0	0	0	0	3	2	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	3	0	1	0	0	0	0	1	0
Ins2:U1:R3	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	3	0	1	0	0	1	2	0	1	2	21	5	1	0	1	1	0	1	0	3	0	2	0	0	0	0	1	0	0	0	3	0	2	0	0	0	0	0	1	0	0	0	0	1	1	0	1	2	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	3	0
Ins2:U1:R4	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	5	0	7	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0
Ins2:U1:R(5,9)	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	2	3	0	1	0	0	2	0	0	0	1	1	0	128	1	338	106	0	0	0	0	0	2	1	0	0	0	1	0	0	1	0	1	1	0	8	1	0	2	2	1	1	1	0	1	1	0	1	0	0	0	0	2	0	3	0	0	0	1	1	5	3	2	1	3	1	1	1	0	1
Ins2:U2:R1	4	3	3	2	1	2	3	1	3	1	1	2	1	2	2	2	3	1	5	0	1	0	0	2	3	7	6	1	16	1	29	15	3	2	2	0	3	1	3	0	2	1	1	1	3	4	1	4	0	2	6	2	2	5	1	2	3	2	2	2	4	2	1	1	0	2	2	1	5	4	2	1	3	3	0	4	5	1	2	4	3	3	2	1	0
Ins2:U2:R2	0	0	3	0	0	0	0	0	2	2	1	0	0	2	1	0	2	2	1	0	2	0	0	1	0	3	1	0	23	1	42	26	2	1	0	1	2	2	0	0	0	2	0	1	0	0	0	1	1	0	5	0	0	3	0	2	0	1	1	0	6	1	0	0	0	0	3	1	3	2	0	0	1	1	3	6	2	2	3	1	0	0	2	0	0
Ins2:U2:R3	0	0	0	1	0	2	1	0	1	0	0	0	1	1	1	2	1	0	2	1	0	1	0	2	0	3	0	2	46	3	50	21	0	0	0	1	0	0	2	0	1	1	0	1	1	0	3	1	1	2	1	0	1	3	1	0	1	1	0	0	5	1	2	3	0	1	2	1	0	0	1	0	1	0	0	1	2	1	0	2	1	0	2	0	0
Ins2:U2:R4	0	2	3	3	2	5	2	2	0	1	2	0	2	2	1	1	1	2	3	1	5	1	0	2	1	3	1	0	177	1	288	122	3	2	0	3	1	0	2	2	1	1	1	3	2	1	0	2	2	1	13	1	0	4	1	3	1	6	1	4	11	1	2	1	1	3	1	4	1	0	0	0	0	5	3	9	0	2	1	2	0	0	1	1	0
Ins2:U2:R(5,9)	8	9	9	14	1	14	7	8	6	5	20	4	6	10	14	7	20	10	31	4	27	7	3	11	13	46	25	6	1485	22	2187	1167	6	5	4	14	12	13	13	3	16	10	3	1	17	13	12	38	8	17	143	4	11	47	7	13	9	34	5	12	34	6	10	5	4	9	11	5	11	12	6	1	6	30	35	71	19	14	10	14	5	3	4	2	3
Ins3:U1:R1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1	0	2	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
Ins3:U1:R2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins3:U1:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Ins3:U1:R4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins3:U1:R(5,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	4	0	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
Ins3:U3:R1	2	1	1	1	2	2	2	2	1	0	0	0	2	0	2	2	2	1	3	0	2	1	1	2	2	4	4	1	6	3	14	9	1	1	0	2	3	0	1	4	1	2	0	0	2	4	1	2	2	0	7	1	2	3	4	1	3	4	2	1	0	0	1	2	0	1	1	1	1	1	0	2	1	3	1	5	4	2	1	1	0	1	0	0	1
Ins3:U3:R2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	2	0	0	0	0	0	0	1	1	1	4	0	3	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	1	1
Ins3:U3:R3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	8	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0
Ins3:U3:R4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	8	0	15	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ins3:U3:R(5,9)	1	0	1	4	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	2	0	1	1	9	1	1	115	1	138	66	1	0	0	0	0	0	2	1	0	0	0	0	1	3	0	0	0	1	12	0	1	0	0	1	2	4	0	2	4	1	2	0	0	0	1	1	1	1	1	0	0	1	2	4	1	2	0	0	0	1	2	0	0
Ins4:U1:R1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ins4:U1:R2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Ins4:U1:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R(5,9)	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
Ins4:U2:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
