MutationType	SP124389	SP124362	SP124394	SP124334	SP124339	SP124454	SP124380	SP124273	SP124357	SP124399	SP124311	SP124355	SP124434	SP124428	SP124449	SP124298	SP124431	SP124396	SP124409	SP124341	SP124353	SP124278	SP124376	SP124346	SP124439	SP124351	SP124406	SP124323	SP124391	SP124423	SP124382	SP124415	SP124436	SP124460	SP124425	SP124456	SP124367	SP124281	SP124377	SP124412	SP124333	SP124359	SP124286	SP124329	SP124326	SP124458	SP124401	SP124264	SP124384	SP124403	SP124462	SP124271	SP124336	SP124452	SP124386	SP124441	SP124418	SP124291	SP124319	SP124305	SP124447	SP124344	SP124369	SP124348	SP124295	SP124444	SP124365	SP124420	SP124364	SP124307	SP82445	SP83242	SP103894	SP83382	SP82451	SP104330	SP83312	SP82614	SP82431	SP82459	SP113197	SP82532	SP82636	SP82796	SP83482	SP104530	SP82429	SP82644	SP82988	SP82461	SP82900	SP82399	SP82756	SP82836	SP82417	SP82471	SP82435	SP104056	SP83083	SP82433	SP82780	SP83019	SP83099	SP83146	SP103866	SP83844	SP83027
C[Ins(T):R3]G	1	2	0	0	0	1	1	0	0	2	0	0	0	0	3	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	2	3	2	0	0	0	1	1	0	2	1	0	0	0	0	3	2	17	0	0	1	1	1	1	0	1	0	0	1	4	0	1	0	0	0	1	1	0	1	2	0	0	0	0	0	1	0	2	1	1	1	0	0	2	1	0	4	1	0	3	1	0	0	1	2	0	2	1	0	1	1	0	1	1	0	0
C[Ins(T):R4]A	0	0	1	0	0	1	0	0	0	1	0	1	1	1	2	0	0	1	3	0	0	0	1	1	2	0	0	0	0	0	3	7	4	2	0	0	1	0	0	0	0	0	1	0	0	1	2	0	12	0	0	0	0	0	0	0	1	0	0	0	5	0	2	0	0	1	0	1	0	1	2	0	1	0	0	0	0	0	2	0	1	0	1	1	0	0	0	1	1	0	2	1	0	0	1	1	0	2	0	0	0	0	0	1	0	1	1
C[Ins(T):R4]C	1	2	1	1	0	0	2	0	0	3	1	1	1	4	5	1	0	1	7	1	0	0	1	2	2	0	1	1	0	0	6	5	4	2	1	0	2	0	1	0	0	1	0	1	0	3	3	0	13	1	1	0	1	1	1	1	1	0	0	1	8	0	0	0	1	1	1	0	1	2	6	2	0	0	1	0	1	0	5	2	0	0	0	1	1	3	0	4	1	3	1	1	0	0	1	3	0	4	2	0	1	1	0	0	2	0	0
C[Ins(T):R4]G	0	0	2	2	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	2	3	0	0	0	1	0	1	0	0	1	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	1	0	2	3	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	2	1	0	0	2	0	1	1	0	0	1	2	0	0
C[Ins(T):R5]A	0	1	0	0	0	1	1	0	0	2	2	0	2	1	0	1	0	0	4	1	0	1	0	2	2	0	1	0	0	0	1	2	6	0	0	1	2	0	1	1	1	1	0	0	0	1	1	0	12	0	2	0	0	2	1	0	0	0	2	0	4	0	0	0	0	0	0	1	2	1	5	0	2	0	1	0	0	0	4	0	0	0	0	0	0	2	1	2	1	1	1	0	0	3	2	3	0	1	0	1	1	1	0	3	1	0	0
C[Ins(T):R5]C	0	1	2	2	0	2	2	2	0	1	0	0	2	2	2	0	1	1	6	1	0	2	1	1	1	0	2	0	0	0	2	0	5	3	2	0	2	0	3	0	1	1	0	0	0	3	2	0	29	0	1	0	3	0	0	1	1	0	0	2	7	0	1	0	0	1	0	1	4	4	1	1	1	2	2	0	1	0	0	1	1	1	1	0	0	3	0	2	1	1	1	1	0	2	0	3	0	3	1	0	1	1	0	4	1	0	0
C[Ins(T):R5]G	0	1	1	2	0	3	0	4	2	0	3	0	0	1	2	0	1	1	0	0	0	0	0	2	1	0	1	1	0	0	3	4	4	4	1	0	0	0	1	0	0	1	0	0	0	1	8	0	20	0	1	1	1	1	1	1	2	0	0	2	3	0	3	1	3	1	1	1	2	1	0	1	4	0	0	0	0	0	1	0	1	3	2	1	0	3	0	0	1	0	0	1	0	1	2	4	1	5	0	1	1	0	2	1	1	0	3
C[Ins(T):R6]A	0	0	1	1	0	1	0	4	1	2	0	1	0	4	2	2	1	0	4	0	0	1	1	0	1	1	0	1	1	0	8	3	4	1	2	0	1	0	0	2	1	1	1	0	2	1	6	2	50	0	2	5	4	0	2	2	0	2	0	1	3	0	0	3	1	2	0	1	1	0	1	1	0	0	3	0	0	0	5	1	0	0	3	1	0	7	1	1	3	0	0	1	0	2	1	4	1	0	0	2	2	1	0	3	0	0	1
C[Ins(T):R6]C	1	3	1	4	0	0	1	7	1	2	1	1	1	6	5	3	1	2	3	2	1	1	0	3	1	0	0	0	1	0	3	2	10	1	0	3	3	4	2	1	1	4	0	1	1	5	5	2	70	0	2	3	2	2	2	3	3	2	0	3	7	2	0	3	5	1	1	2	2	4	5	0	2	0	3	0	0	1	4	0	0	3	1	1	1	12	1	4	2	1	0	0	0	2	1	4	0	3	2	4	0	2	1	2	6	0	2
C[Ins(T):R6]G	2	3	0	4	0	1	1	4	1	8	1	1	1	4	3	3	2	0	1	3	0	2	1	8	1	2	0	5	0	0	1	3	7	1	0	0	0	2	1	0	2	1	0	0	1	0	1	1	67	0	1	3	2	0	2	4	0	3	0	5	6	0	1	1	1	2	0	1	5	0	1	1	0	2	5	0	1	1	0	1	0	2	2	2	2	6	2	0	0	2	1	1	1	5	0	0	0	0	5	4	1	2	0	2	3	0	1
C[Ins(T):R7]A	0	0	1	1	0	3	0	4	1	4	1	0	1	2	4	2	2	1	1	2	0	2	1	2	0	1	0	0	2	1	0	3	3	1	1	0	2	1	1	1	1	4	1	0	1	0	3	1	76	0	1	5	7	2	1	1	1	1	0	1	4	1	1	0	4	2	1	3	2	0	1	0	5	0	1	0	3	1	2	0	0	1	3	1	0	9	0	0	1	2	2	0	1	1	0	4	0	0	3	1	2	1	0	1	3	0	0
C[Ins(T):R7]C	0	2	3	0	0	0	2	4	0	0	2	0	1	6	1	2	4	1	3	0	0	4	1	3	2	0	1	1	2	0	3	2	1	0	1	0	0	1	3	1	0	1	1	0	2	0	2	4	63	0	0	0	1	0	2	1	2	2	1	1	4	1	1	0	4	1	1	2	3	1	1	0	0	1	1	0	1	2	2	0	1	3	1	1	0	6	1	3	2	1	0	3	2	0	2	4	2	2	0	1	0	1	0	4	3	1	1
C[Ins(T):R7]G	0	2	0	1	0	0	0	5	3	2	2	1	0	5	2	6	0	3	0	4	0	7	1	5	1	0	0	1	0	0	7	1	5	3	1	1	2	2	2	2	1	3	1	1	2	0	6	4	79	0	2	6	7	0	2	4	0	2	0	2	2	2	0	0	5	7	0	1	2	3	1	1	2	1	4	0	1	0	2	1	0	2	2	1	0	11	1	1	2	1	1	4	0	0	0	8	3	2	3	2	0	2	1	2	1	0	1
C[Ins(T):R8]A	1	1	1	1	0	1	0	5	0	0	0	2	1	4	1	2	0	2	1	0	1	2	3	4	2	1	0	0	1	0	1	3	1	2	0	0	1	1	0	2	0	2	0	0	0	2	4	3	77	0	1	10	5	0	2	2	1	4	1	1	4	0	0	0	6	1	2	1	4	2	2	1	0	2	2	0	0	0	0	0	0	0	1	2	1	5	5	0	0	2	0	0	1	4	0	5	3	1	0	1	2	0	1	1	1	1	2
C[Ins(T):R8]C	0	2	0	0	0	5	2	5	1	3	2	1	0	5	3	4	0	2	5	2	1	3	1	3	0	1	0	1	3	0	5	4	4	1	0	1	1	2	0	0	1	3	1	0	1	2	5	2	89	0	0	4	4	0	1	2	0	6	0	0	5	3	2	1	3	4	0	2	2	2	2	3	0	1	3	0	0	0	4	1	0	1	0	0	2	8	2	0	0	0	2	0	0	3	0	4	2	2	1	3	1	1	0	2	0	1	0
C[Ins(T):R8]G	1	4	0	0	2	3	0	5	2	2	0	4	1	3	1	2	2	3	1	1	0	6	2	4	2	1	0	2	1	0	1	1	4	4	0	0	3	2	1	0	0	5	0	0	0	2	6	3	123	0	2	9	5	2	5	5	1	3	1	2	4	1	1	4	2	3	1	2	5	1	0	2	0	1	2	0	0	1	2	0	1	5	4	1	2	10	2	1	0	3	1	2	0	3	2	7	3	2	1	3	1	0	2	2	0	2	2
C[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R0]A	1	1	1	0	0	0	0	1	0	0	1	1	1	1	0	4	1	0	5	0	0	0	0	0	0	0	0	0	0	0	2	3	2	1	0	0	0	1	0	0	0	0	0	0	0	1	3	0	1	0	1	1	0	0	0	0	2	0	0	0	8	1	2	0	0	0	0	1	2	0	4	0	2	1	1	0	1	1	1	0	1	1	2	0	0	4	0	3	0	2	2	1	0	0	0	1	0	1	0	1	2	1	0	3	0	0	0
G[Ins(T):R0]C	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R0]G	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	6	0	0	0	0	0	1	1	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0
G[Ins(T):R1]A	0	1	1	2	0	2	0	3	0	2	0	1	2	3	1	2	2	3	1	0	1	2	1	4	0	1	1	0	4	0	0	2	4	2	0	0	3	1	2	0	0	1	0	1	2	2	3	2	2	0	0	5	2	2	2	2	0	1	0	1	1	1	3	4	1	2	3	2	0	4	3	2	0	0	0	0	1	4	3	0	1	0	1	1	1	0	1	1	0	0	0	2	1	2	1	2	2	1	0	1	0	0	0	2	2	0	1
G[Ins(T):R1]C	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	2	0	4	0	0	0	1	0	4	3	1	2	2	0	0	0	0	0	1	0	0	0	1	1	4	0	1	0	1	1	0	0	1	0	1	0	0	0	2	1	2	0	0	0	0	1	1	2	2	0	0	1	0	0	1	0	1	0	1	0	0	0	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
G[Ins(T):R1]G	2	2	2	0	0	1	1	1	1	2	0	0	0	2	0	3	1	0	2	2	0	0	0	2	3	1	0	1	1	0	4	1	4	0	0	0	1	0	0	2	0	1	0	1	1	1	3	0	3	0	1	1	3	1	1	0	0	0	0	1	5	0	0	1	0	0	1	0	1	0	1	3	2	1	1	0	0	2	1	0	0	1	0	0	0	1	0	1	1	3	0	0	0	0	1	0	0	4	0	0	1	0	1	1	0	1	0
G[Ins(T):R2]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	2	0	0	1	0	0	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	1	0	0	2	0	0	0	0	0	2	0	2	1	0	0	0	1	0	0	0	1	1	0	2	0	0	0	2	0	0	0	1	0	0	0	2	1	0	0	4	0	0	1	2	1	0	0	0	0	0	1	0	2	0	0	0
G[Ins(T):R2]C	0	1	0	0	0	2	0	0	0	0	1	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	2	0	1	1	1	0	0	0	0	0	0	1	2	0	1	0	0	0	0	1	0	1	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	2	0	0	0
G[Ins(T):R2]G	0	0	0	1	0	0	1	0	1	0	2	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	21	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	1
G[Ins(T):R3]A	0	0	0	0	0	0	2	0	0	1	0	0	1	0	1	2	0	1	2	0	0	1	0	0	1	0	1	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	1	0	2	0	0	0	0	0	0	0	1	2	0	0	0	1	0	1	0	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	3	0	0
G[Ins(T):R3]C	1	3	0	0	0	0	1	0	0	1	0	1	1	1	3	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	4	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	1	2	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	1	1	0	0	2	0	1	1	1	0	1	0	0	1	0	0	2	0	2	0	0	1	1	0	0	0
G[Ins(T):R3]G	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	3	2	3	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	7	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1	0	2	1	0	0	1	0	1	0	0	1	1	1	0	1	0	0	1	1	0	0	0	0	3	0	0	0
G[Ins(T):R4]A	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	3	0	0	0	0	0	1	0	0	0	2	0	3	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
G[Ins(T):R4]C	0	1	2	3	0	0	1	0	1	0	2	0	1	1	0	2	0	0	1	0	0	0	0	0	4	0	1	0	0	0	1	6	0	1	1	0	0	0	0	0	0	0	0	0	0	3	2	0	4	0	1	1	0	1	2	0	0	2	2	3	7	0	1	1	1	0	0	0	2	1	3	1	0	0	1	0	0	1	3	0	0	0	0	0	0	1	0	1	0	1	2	1	0	1	1	0	0	1	0	1	0	1	1	0	1	2	0
G[Ins(T):R4]G	0	1	1	1	0	0	0	0	0	0	0	0	1	4	0	0	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	1	3	1	0	0	1	0	0	0	1	1	0	0	1	0	0	1	12	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	0	0
G[Ins(T):R5]A	0	2	0	0	0	0	2	0	0	1	0	1	0	1	1	0	1	1	3	1	0	0	0	1	0	0	0	0	1	1	3	0	8	2	0	0	1	0	1	1	0	1	0	0	0	0	2	0	21	0	2	0	0	1	1	0	0	1	1	0	1	0	2	1	0	0	0	0	2	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	2	0	0	0	1	0	2	1	0	0
G[Ins(T):R5]C	0	5	5	1	0	0	1	2	0	1	1	0	1	6	1	7	3	1	5	0	0	1	0	0	2	0	3	0	1	0	4	6	7	4	0	1	2	0	2	0	1	1	0	0	3	2	9	0	14	0	5	1	1	1	5	0	3	0	1	3	7	0	2	0	1	2	5	3	3	1	7	0	3	0	0	0	1	1	7	1	0	2	0	0	1	4	0	3	3	3	2	4	0	2	3	2	0	7	2	0	0	0	0	4	3	1	0
G[Ins(T):R5]G	0	0	2	1	0	0	3	2	0	0	0	0	0	3	1	2	1	3	1	0	1	0	2	1	2	0	0	1	1	0	2	1	8	1	0	0	0	0	0	0	0	1	0	0	1	0	2	0	18	0	2	1	1	0	2	0	1	0	1	1	3	1	2	0	0	0	1	0	2	1	1	0	1	1	1	0	0	0	2	0	0	1	0	0	0	2	0	0	2	0	0	0	1	0	1	2	0	1	0	0	1	0	2	3	0	0	1
G[Ins(T):R6]A	0	0	2	2	0	3	1	2	1	0	0	2	2	1	3	0	1	0	1	1	0	1	0	1	2	2	0	1	1	0	2	1	1	3	1	0	1	1	0	1	1	2	0	0	1	1	1	2	56	0	5	3	4	0	0	1	0	2	0	3	3	2	1	2	2	0	1	1	3	3	5	0	1	0	1	1	1	1	0	1	1	2	1	2	0	6	1	2	2	0	0	0	0	1	4	0	0	1	1	1	1	0	1	1	1	0	2
G[Ins(T):R6]C	0	4	4	2	1	3	0	2	3	3	2	2	3	4	4	7	2	8	1	4	2	4	5	6	2	2	0	1	1	0	2	5	11	4	2	0	2	3	0	2	2	1	1	0	5	0	7	3	88	0	3	5	4	2	2	2	1	3	1	6	4	0	2	1	5	2	3	2	5	2	6	2	3	0	2	0	1	1	0	5	2	3	1	4	2	7	4	7	3	4	1	3	0	4	3	5	4	4	0	1	2	1	0	2	3	0	1
G[Ins(T):R6]G	1	5	0	5	0	0	1	5	0	8	4	2	0	4	5	5	1	4	1	4	2	6	0	2	2	0	1	2	1	1	5	5	16	1	1	2	4	0	1	0	1	1	1	0	2	2	7	1	157	1	4	13	5	0	3	1	1	6	1	6	6	3	6	3	6	4	0	3	2	3	0	1	2	1	3	0	0	0	2	3	5	7	1	1	3	15	0	3	2	1	2	1	2	5	1	4	5	3	0	2	4	4	1	6	3	2	2
G[Ins(T):R7]A	0	0	0	2	3	2	2	4	1	3	1	1	1	3	1	0	2	3	2	1	0	4	0	3	2	1	0	0	2	0	3	4	4	1	0	1	1	3	0	0	0	3	0	0	1	1	3	1	96	0	1	11	5	0	2	1	1	1	3	1	1	2	3	0	3	1	2	1	2	0	1	1	1	0	6	0	0	1	1	2	1	0	2	0	0	15	2	1	2	1	1	2	0	2	1	7	4	0	2	5	0	2	0	0	1	1	1
G[Ins(T):R7]C	0	6	1	2	0	1	0	6	1	2	2	3	4	3	2	1	2	4	2	0	2	4	1	6	0	1	0	1	2	1	3	5	4	3	0	1	2	2	1	0	1	1	0	0	2	4	3	3	79	1	1	8	6	1	1	4	1	1	0	1	4	1	2	1	2	4	0	2	1	1	0	1	2	0	2	0	0	0	3	5	3	1	1	1	3	9	0	2	2	1	1	4	1	2	1	2	1	8	0	0	2	3	0	1	2	1	1
G[Ins(T):R7]G	0	2	1	0	0	1	2	6	2	5	1	2	2	5	2	7	4	2	1	1	1	1	1	4	0	0	0	1	0	1	1	1	12	2	0	0	2	1	1	0	4	3	1	0	2	2	7	2	142	0	4	10	3	1	1	1	1	2	0	0	2	1	2	4	4	3	1	1	2	3	4	2	1	2	2	0	1	0	3	4	0	5	5	0	2	20	0	8	1	0	0	2	1	1	1	2	2	2	2	2	1	2	4	1	0	1	3
G[Ins(T):R8]A	0	4	0	0	0	1	2	3	1	2	2	0	4	0	1	8	1	5	1	0	0	0	3	1	1	1	0	2	2	0	1	10	1	2	0	0	0	1	0	0	0	5	2	0	1	0	3	1	79	0	1	6	6	2	2	3	0	2	0	2	1	0	1	3	3	2	1	0	3	1	1	0	0	3	2	0	0	0	0	2	0	1	0	5	1	7	2	1	1	1	1	1	0	1	1	6	1	1	0	1	2	0	1	0	2	1	1
G[Ins(T):R8]C	1	5	0	0	0	4	1	5	2	2	1	2	2	3	3	1	1	1	1	0	0	0	0	3	0	0	0	0	1	0	1	2	4	1	0	0	0	0	1	1	0	3	1	0	1	0	8	1	62	0	0	7	5	0	3	2	0	2	0	0	6	2	1	1	1	2	2	2	4	0	1	2	3	0	1	0	0	1	0	0	0	4	1	1	2	8	0	0	0	2	1	0	0	0	0	0	4	4	0	3	2	3	1	0	1	0	1
G[Ins(T):R8]G	0	0	1	1	0	1	0	7	4	1	1	0	2	3	8	2	0	2	4	2	1	3	1	6	3	1	1	3	3	0	1	2	5	5	0	1	0	2	0	1	0	5	2	0	2	3	0	0	145	0	1	6	8	5	2	1	2	1	0	1	1	2	1	1	2	4	4	0	5	1	2	1	3	2	4	0	0	0	1	1	1	5	1	1	0	13	3	3	1	3	2	9	0	3	3	2	4	3	1	0	2	3	0	2	2	3	1
G[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del2:U1:R1	3	5	0	5	0	2	3	3	5	6	6	2	8	14	8	12	8	4	6	1	1	3	6	1	4	2	2	1	2	0	19	18	13	6	6	5	3	0	6	1	2	4	0	0	4	8	21	4	15	1	3	3	0	6	8	1	5	2	6	2	31	1	5	1	3	1	3	1	17	6	11	0	42	7	6	0	4	3	20	3	1	10	3	1	3	4	3	8	3	3	8	3	1	4	4	2	0	17	4	2	0	5	1	7	6	3	0
Del3:U1:R1	1	3	2	1	0	3	2	0	1	2	2	0	1	3	2	5	2	3	0	0	0	0	2	1	1	0	2	0	0	0	1	3	3	0	3	1	6	0	2	1	0	0	0	0	3	2	4	0	6	2	3	3	1	0	3	3	1	0	0	0	4	0	4	1	0	1	1	0	0	0	2	2	4	2	2	0	1	1	1	1	0	3	1	0	2	0	0	0	0	2	2	2	2	0	0	0	1	2	2	2	0	3	1	4	1	2	0
Del4:U1:R1	0	1	1	0	0	0	0	1	0	2	2	2	0	2	1	3	3	1	1	0	0	0	1	1	2	0	0	0	2	0	8	4	4	1	0	1	1	1	1	2	1	0	0	0	0	2	3	1	2	1	4	1	0	2	3	2	0	0	2	1	7	0	2	0	0	0	2	1	5	1	1	0	4	0	1	0	2	1	2	1	0	1	1	0	1	1	1	3	0	0	3	3	0	0	1	0	1	3	2	0	1	0	0	2	0	1	0
Del5:U1:R1	0	0	1	0	0	1	3	0	0	3	3	0	0	0	1	3	2	0	1	0	0	1	2	0	1	0	0	1	1	0	7	3	3	2	0	1	1	0	2	2	0	0	0	1	1	2	3	1	1	0	3	0	0	3	2	0	2	0	2	0	6	1	2	0	0	0	1	0	1	1	1	2	0	1	1	0	0	0	2	0	0	2	0	0	0	0	0	1	0	3	3	1	0	0	1	0	0	4	0	0	1	1	1	1	3	0	0
Del6:U1:R1	0	2	1	0	0	1	1	0	0	0	0	0	0	2	1	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	0	1	2	4	0	4	0	0	1	0	0	1	2	4	0	1	0	1	0	0	1	0	1	0	1	1	1	5	0	2	0	0	0	2	0	1	1	2	0	0	1	0	1	0	0	7	0	0	1	0	0	1	1	0	1	0	1	2	3	0	0	1	0	0	5	2	0	1	1	0	2	1	1	0
Del7:U1:R1	0	2	1	1	0	1	0	0	0	1	4	1	0	2	0	2	2	0	3	0	0	0	1	0	1	0	2	1	0	0	5	2	5	0	0	1	1	0	1	0	0	0	0	0	1	2	1	0	3	0	0	0	0	2	1	0	1	0	2	1	4	0	0	1	0	0	1	0	2	0	1	0	3	0	1	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	4	0	1	0	0	0	3	0	0	0
Del8:U1:R1	1	4	4	1	0	0	0	0	0	2	3	0	0	1	0	4	0	1	0	0	0	0	1	0	0	0	2	0	0	1	5	3	2	0	0	1	1	1	1	3	0	0	0	0	3	1	5	1	1	1	2	0	1	0	2	0	1	0	0	0	7	0	1	0	0	0	2	0	0	0	1	0	2	0	0	0	0	1	5	1	0	2	1	0	1	2	1	2	1	2	0	0	0	1	3	0	0	3	0	0	0	0	0	1	0	1	0
Del9:U1:R1	0	1	0	0	0	1	1	1	0	2	1	0	1	0	0	6	0	2	2	0	1	0	0	0	3	0	0	0	0	0	7	1	6	0	0	0	2	0	0	1	2	0	0	0	1	3	3	0	1	0	3	1	0	2	0	1	1	0	0	0	4	0	1	0	0	0	1	1	0	0	1	0	2	0	0	1	1	0	5	1	0	1	0	1	0	1	0	0	0	3	2	2	0	0	0	0	1	2	1	1	1	1	0	0	1	1	0
Del(10,):U1:R1	3	9	15	5	0	4	7	1	2	12	21	0	7	17	6	38	13	6	3	2	2	2	12	3	9	1	3	1	3	1	57	12	27	8	12	13	8	1	16	7	4	2	0	4	6	21	31	1	15	3	20	5	2	20	8	1	4	2	12	3	88	1	15	1	1	1	6	13	6	8	12	6	23	12	5	3	7	11	36	3	0	14	2	0	1	12	4	20	4	16	11	17	0	2	8	1	0	42	7	2	3	5	3	24	3	17	2
Del2:U(2,):R1	5	17	7	4	2	2	8	3	3	9	10	2	5	8	7	23	9	8	8	1	2	4	4	7	14	1	11	0	6	1	31	23	32	13	6	5	6	2	4	7	4	0	0	2	2	14	24	2	35	1	9	9	7	4	9	7	5	1	10	3	50	3	9	1	8	3	10	5	29	5	17	5	263	3	4	0	4	4	16	1	2	13	8	4	1	4	4	7	7	9	5	10	4	8	6	4	2	25	6	6	5	6	2	18	3	5	1
