MutationType	SP29914	SP31046	SP31334	SP30011	SP31174	SP32662	SP31126	SP32958	SP31422	SP33496	SP34005	SP30113	SP31030	SP33544	SP33688	SP30907	SP30185	SP33837	SP31790	SP30143	SP30071	SP30493	SP32014	SP30332	SP31814	SP29987	SP30083	SP32742	SP115162	SP29940	SP30843	SP32222	SP31190	SP30077	SP32694	SP33774	SP30093	SP33094	SP30803	SP30675	SP31854	SP31606	SP30213	SP32894	SP117260	SP117124	SP117932	SP117189	SP117217	SP117779	SP117376	SP117681	SP117408	SP118015	SP117509	SP117482	SP117003	CPCT02060034T	CPCT02020356T	CPCT02050063T	CPCT02030275T	CPCT02070033T	CPCT02030294T	CPCT02070038T	CPCT02080179T	CPCT02010866TII	CPCT02330133T	CPCT02050427T	DRUP01030028T	CPCT02080193T	CPCT02030556T	CPCT02120111T	CPCT02050341T	WIDE01010210T	WIDE01010208T	CPCT02290033T	CPCT02070323T	WIDE01010450T	CPCT02090049T	CPCT02010866T	CPCT02070363T	CPCT02060222T	CPCT02080251T	CPCT02070384T	CPCT02070386T	DRUP01070051T	CPCT02080137T	CPCT02080157T	CPCT02330128T	CPCT02070030T	DRUP01050009T	CPCT02070225T	CPCT02070230T	DRUP01070022T	DRUP01050010T	CPCT02050161T	CPCT02050174T	CPCT02050172T	CPCT02050186T	DRUP01070016T	CPCT02080120T	CPCT02030351T	CPCT02060119T	CPCT02080136T	DRUP01010035T	CPCT02070039T	CPCT02030302T	CPCT02070053T	CPCT02070065T	DRUP01070003T	CPCT02070099T	CPCT02020473T	DRUP01070009T	CPCT02030324T	CPCT02030330T	CPCT02050151T	CPCT02070128T	CPCT02080099T	DRUP01030004T	CPCT02070265T	CPCT02080040T	WIDE01010705T
Del4:U(2,):R1	0	1	1	4	0	3	15	0	0	1	2	9	2	2	2	1	1	1	0	1	1	0	2	4	1	2	2	0	1	1	3	0	2	4	2	1	1	0	2	1	5	2	2	0	1	1	2	0	1	1	1	0	0	1	0	1	1	2	2	3	2	1	6	1	3	4	10	2	1	3	4	3	3	0	4	3	2	2	4	5	7	1	8	4	5	9	2	9	5	0	4	0	10	3	6	5	1	7	2	7	1	3	2	2	0	7	1	2	2	1	0	0	2	8	2	0	7	10	6	1	2	0
Del5:U(2,):R1	3	0	1	3	1	2	11	0	0	2	1	2	0	2	3	0	0	0	1	3	1	0	1	2	1	1	2	1	0	0	0	0	1	1	2	1	0	1	1	0	4	1	2	0	2	0	1	1	0	1	1	2	0	0	1	2	2	2	1	6	5	0	7	3	2	1	9	0	3	4	10	3	0	0	1	3	2	0	5	6	7	1	13	3	10	8	9	12	6	2	8	5	5	3	5	1	3	13	2	8	5	11	1	3	3	9	1	1	0	1	0	1	2	5	7	0	8	4	7	3	4	2
Del6:U(2,):R1	3	0	3	6	1	1	9	0	2	2	0	2	0	6	4	1	0	0	2	1	1	0	0	1	2	1	0	0	0	0	2	0	0	3	0	0	0	1	1	2	2	2	0	0	2	0	2	0	0	1	0	0	1	0	0	1	2	4	2	3	3	1	3	1	2	3	4	0	3	0	3	4	1	1	1	2	2	0	5	11	5	4	11	6	9	5	7	7	4	1	4	7	8	0	8	3	1	7	2	4	1	15	2	2	6	3	0	4	1	1	0	0	1	5	2	0	3	4	1	2	1	0
Del7:U(2,):R1	1	0	2	3	0	0	8	2	8	0	0	2	1	5	6	0	0	0	0	1	1	1	1	1	0	3	0	1	2	0	0	0	2	2	1	0	0	2	3	0	3	0	2	2	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	6	7	1	3	1	6	3	2	3	1	4	5	2	4	0	1	2	0	1	2	4	6	1	11	3	4	7	3	5	8	1	3	2	2	4	9	2	2	6	1	2	4	9	2	3	4	1	2	3	1	1	1	0	0	4	2	1	2	1	2	2	4	0
Del8:U(2,):R1	3	0	1	3	0	2	5	0	1	0	0	1	0	0	4	1	0	0	1	1	0	0	0	2	1	1	0	0	1	1	1	0	0	2	0	1	0	0	2	0	2	1	0	2	0	0	1	1	0	1	1	0	0	0	1	0	2	0	3	2	5	0	4	0	4	1	6	2	2	1	2	1	4	1	0	1	1	0	1	3	4	3	6	1	6	7	4	9	6	1	3	5	4	1	2	1	1	8	2	0	1	6	2	1	1	3	2	1	0	0	0	1	0	6	4	0	0	3	5	3	1	0
Del9:U(2,):R1	2	0	1	3	2	1	8	0	3	0	0	0	1	1	3	3	0	1	1	0	0	0	0	2	0	2	0	0	0	1	0	0	2	2	0	1	1	1	0	0	3	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0	2	1	1	1	5	0	0	4	3	2	0	1	0	1	4	1	1	4	6	1	10	5	6	5	4	5	5	0	0	6	8	2	3	0	1	6	1	1	1	5	1	3	1	1	1	1	0	1	0	0	0	2	9	1	2	2	0	0	3	0
Del(10,):U(2,):R1	11	2	5	28	4	8	33	5	13	5	3	15	7	19	47	8	0	2	9	2	4	4	8	6	10	16	5	3	2	3	3	0	4	14	9	3	5	4	16	9	13	1	2	5	5	5	0	2	1	5	9	0	0	3	8	4	9	5	3	10	20	8	9	3	13	18	22	4	14	11	19	5	13	1	2	9	12	2	6	24	52	6	45	13	28	20	16	32	23	3	12	14	23	7	10	11	6	29	8	17	8	41	11	9	4	13	4	7	2	6	3	1	8	14	20	5	16	27	12	7	9	3
Del2:U1:R3	6	1	2	7	3	0	17	2	2	4	2	9	4	5	4	1	0	2	2	2	7	2	2	10	4	6	3	1	1	3	1	0	2	5	4	4	1	3	1	4	5	1	0	0	1	2	5	1	0	2	4	0	0	2	0	1	3	1	0	3	10	0	3	1	3	3	8	4	21	2	7	0	0	1	33	3	0	4	29	8	5	1	11	2	8	3	3	23	4	0	5	4	5	4	0	3	0	9	3	1	0	5	2	5	0	2	2	4	3	2	0	1	3	5	4	3	1	2	4	5	5	1
Del2:U1:R4	0	0	0	1	0	0	6	1	3	0	1	2	2	2	1	0	0	1	2	0	2	1	0	5	0	1	1	2	1	0	0	0	2	2	3	0	3	4	2	3	1	1	1	0	4	1	4	0	0	3	3	1	0	2	1	1	1	2	2	3	2	2	4	2	0	5	6	1	9	4	3	1	1	3	20	0	0	1	5	3	5	0	4	0	0	3	2	17	3	1	2	1	2	4	1	3	1	7	1	1	2	2	0	2	0	0	1	14	0	1	0	0	2	0	1	2	1	3	2	2	3	0
Del2:U1:R(5,9)	3	2	2	3	2	2	4	0	1	4	0	6	1	2	4	1	0	0	2	0	3	1	1	4	0	0	0	3	0	1	0	0	2	4	1	0	1	1	3	3	5	1	0	1	2	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	4	3	3	0	3	8	5	1	6	1	1	0	0	1	11	4	0	1	4	4	1	0	2	2	6	0	5	98	4	0	2	0	1	2	0	0	0	5	3	1	0	2	1	3	0	0	0	9	0	0	0	0	2	3	2	1	1	3	4	1	3	3
Del2:U2:R2	5	6	6	10	10	17	20	12	13	12	4	28	18	9	16	8	4	4	11	9	10	8	3	22	7	14	5	12	8	8	6	0	5	19	10	3	8	8	8	20	12	0	7	5	6	14	12	2	0	9	22	2	2	8	13	4	5	4	6	6	10	7	12	9	8	23	13	13	294	11	14	0	4	2	124	7	4	16	57	30	12	3	17	2	24	10	7	84	9	0	16	9	9	25	8	12	6	28	11	14	12	12	7	10	2	4	3	2	4	1	2	2	8	13	18	3	14	17	10	14	9	3
Del2:U2:R3	6	1	4	1	3	6	5	4	2	5	2	41	7	10	2	8	3	1	1	1	8	0	2	36	0	9	0	2	0	4	1	0	1	12	6	0	2	2	3	24	7	0	1	1	3	1	3	1	0	2	6	2	1	2	3	2	2	0	1	1	2	1	6	0	3	10	7	2	102	3	4	2	0	1	36	6	1	7	20	8	2	0	8	3	10	2	9	48	7	0	5	0	3	10	1	6	3	8	3	3	2	4	3	2	2	2	1	1	1	2	2	1	1	4	5	1	3	3	8	7	5	0
Del2:U2:R4	4	0	0	1	2	1	3	1	3	2	1	26	0	2	0	3	0	0	2	1	5	1	2	18	2	4	1	1	0	0	0	0	2	3	6	0	2	1	1	12	3	1	1	0	2	2	0	0	0	1	4	2	0	2	1	0	0	1	2	0	1	1	3	1	4	6	2	4	36	1	1	0	1	0	9	5	2	1	8	6	1	1	1	0	3	0	5	87	0	0	1	3	1	4	0	1	2	2	6	0	2	0	2	0	0	0	1	0	0	0	0	0	1	3	3	1	0	1	4	1	0	2
Del2:U2:R(5,9)	2	2	1	0	3	1	4	4	2	4	2	19	1	0	0	5	3	1	2	4	3	2	1	12	1	1	0	3	0	1	1	2	1	3	2	1	1	1	2	21	6	1	1	0	0	3	1	0	1	1	3	0	2	0	0	1	0	1	2	1	0	1	8	1	1	8	2	5	27	3	2	0	4	1	15	7	1	0	7	12	3	5	6	3	1	3	6	632	3	1	0	1	2	11	3	1	1	10	6	0	4	4	6	4	0	0	2	0	1	0	0	0	3	3	8	0	0	7	9	6	2	4
Del3:U1:R4	2	0	0	2	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	2	0	0	1	0	0	0	2	0	1	0	0	0	0	2	0	3	0	0	0	2	1	1	0	0	0	0	0	1	0	0	2	0	1	1	0	0
Del3:U1:R(5,9)	1	0	1	1	1	0	1	0	0	0	0	2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	2	0	0	3	1	1	0	1	0	4	0	0	0	5	2	2	0	0	0	1	1	1	3	5	0	3	0	2	2	3	2	0	3	1	1	1	0	0	1	0	0	0	4	1	0	0	1	0	1	1	0	1	0	0	0	0	0
Del3:U3:R2	9	5	4	2	5	10	12	5	9	6	2	4	22	7	8	4	1	4	10	3	14	4	4	6	2	18	7	7	3	13	4	0	3	14	10	5	10	8	5	8	13	9	6	2	8	8	9	3	0	7	15	3	1	10	10	4	5	5	0	4	7	7	13	1	8	11	10	8	22	7	8	1	5	1	97	9	4	20	73	18	9	1	24	3	13	5	9	75	13	0	13	7	5	20	3	9	2	17	12	2	7	14	5	15	1	5	4	3	2	3	4	1	14	14	14	6	2	8	18	9	9	6
Del3:U3:R3	3	0	3	1	1	2	3	0	2	3	1	1	7	2	2	1	1	2	2	3	1	2	3	2	2	3	0	2	1	0	2	0	1	1	1	0	2	2	0	1	3	2	0	2	3	2	2	0	0	1	2	0	1	1	4	0	2	1	3	1	0	0	3	1	3	5	3	0	1	3	3	1	0	1	34	4	2	5	11	4	6	0	4	0	1	1	3	22	0	0	2	2	1	1	0	2	0	2	1	2	1	3	0	2	0	1	1	2	1	2	1	0	4	2	3	1	2	3	3	8	2	1
Del3:U3:R4	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	14	0	0	2	2	1	2	0	0	0	3	0	1	10	0	0	1	2	1	2	0	0	1	0	0	0	1	1	1	1	1	0	2	0	0	0	0	0	0	2	1	0	0	0	0	1	2	0
Del3:U3:R(5,9)	2	0	0	0	0	2	0	2	0	2	0	1	1	2	0	1	0	2	0	0	1	0	1	3	0	1	0	0	0	0	0	0	4	0	0	0	1	0	1	0	1	0	2	0	0	1	2	0	0	2	3	1	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	1	11	1	0	4	2	4	2	0	0	1	2	2	1	42	0	0	0	1	0	3	0	0	0	0	1	0	2	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0
Del4:U1:R(5,9)	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	1	0	2	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	1	2	1	1	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	1	1	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Del4:U2:R3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	2	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3	1	2	0
Del4:U2:R4	1	0	1	0	2	0	1	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	2	0	1	0	1	0	4	1	0	1	9	0	1	0	1	0	1	0	2	3	0	0	0	0	1	5	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	1	1	2	1	1	0	2	1	1	0
Del4:U2:R(5,9)	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	2	0	2	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	2	0	3	1	1	0	5	0	3	0	1	0	10	2	0	1	4	1	4	0	2	1	2	0	0	21	0	0	0	1	1	1	0	0	0	3	2	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	2	0	0	0
Del4:U4:R2	2	3	3	5	2	4	8	4	3	4	2	3	12	3	5	1	0	0	4	4	2	6	3	3	2	8	4	3	2	3	2	0	2	4	5	2	6	2	4	2	15	2	1	6	1	7	4	1	0	3	7	2	1	2	5	3	4	2	0	1	4	1	6	0	6	5	6	5	15	1	4	0	3	5	38	7	4	11	49	2	11	0	11	7	9	4	6	33	1	0	4	5	1	18	2	4	2	11	3	2	1	6	3	10	1	1	1	4	3	3	3	3	8	8	5	2	2	7	5	8	8	3
Del4:U4:R3	0	0	0	0	1	1	0	0	0	1	0	0	3	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	2	2	1	2	1	0	0	0	2	0	1	1	0	0	3	6	0	1	0	0	2	15	0	0	2	12	0	1	1	0	3	5	1	4	14	0	0	0	3	0	5	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	4	0	0	2	0	0	3	0
Del4:U4:R4	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	2	0	0	0	0	1	1	1	1	1	0	0	1	1	0	1	1	0	0	2	1	0	0	0	1	5	0	0	0	5	1	0	0	1	0	0	0	2	16	0	0	1	1	0	3	0	2	0	2	2	0	0	0	1	2	0	2	0	0	0	0	0	0	3	0	1	1	0	1	2	1	3	1
Del4:U4:R(5,9)	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	5	0	0	0	1	0	3	0	0	1	0	2	1	33	0	0	0	1	0	4	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0
Del5:U1:R(5,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del5:U5:R2	0	0	1	0	0	1	1	1	0	2	0	2	2	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	1	0	1	1	1	1	3	1	3	1	3	0	0	0	2	2	1	0	11	2	1	0	2	1	2	2	2	10	1	0	0	0	0	2	3	0	0	1	0	0	1	1	0	0	0	0	0	0	2	1	0	0	1	1	3	0	0	0	0	2	2	1
Del5:U5:R3	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	1	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Del5:U5:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Del5:U5:R(5,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	2	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1
Del(6,):U1:R(7,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del(6,):U2:R(4,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	5	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0
Del(6,):U3:R(3,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	4	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0
Del(6,):U(4,):R(2,9)	1	0	6	0	3	0	1	0	4	1	0	2	7	6	2	6	0	0	3	0	2	0	0	1	3	11	2	1	1	0	1	0	6	14	4	1	1	3	0	0	15	1	1	0	1	0	0	0	0	0	4	0	0	2	5	0	5	0	3	2	3	2	9	1	3	2	6	9	0	10	7	0	1	1	3	7	1	5	3	2	5	1	18	1	12	3	6	23	1	0	3	3	0	6	0	2	1	17	13	1	5	0	4	4	0	2	1	0	1	0	1	0	4	1	16	1	0	3	12	6	6	2
Ins(2,4):M	5	1	1	2	1	3	4	0	3	2	0	9	3	2	3	3	0	0	0	0	2	2	2	9	0	3	1	5	1	1	1	0	2	1	5	0	0	0	3	11	4	1	0	0	1	1	4	1	0	1	0	0	1	0	1	5	1	8	5	5	6	7	13	6	14	31	11	20	6	16	22	0	6	6	5	9	5	7	9	23	4	6	26	5	38	7	7	167	9	1	6	8	9	8	0	4	8	14	17	5	8	13	7	8	7	1	4	2	3	3	4	3	8	8	20	5	7	5	15	5	21	14
Ins(5,):M	4	0	3	0	1	2	4	4	2	2	1	1	2	3	4	2	0	0	1	0	0	1	0	3	2	6	1	3	0	1	1	0	0	3	2	0	1	4	2	6	2	1	1	0	2	0	0	0	1	1	2	1	0	1	0	0	0	11	14	11	19	14	22	14	29	33	14	18	19	25	34	12	15	7	14	13	11	14	26	24	33	16	25	14	33	21	21	220	16	8	26	32	11	20	11	16	17	25	23	7	8	36	29	5	6	7	15	12	9	4	8	9	11	17	30	9	6	10	14	9	32	11
Ins2:U1:R0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	13	1	0	0	1	1	0	0	0	0	0	0	1	0	0	3	0	0	1	2	0	1	6	3	0	2	2	1	1	0	0	0	2	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1
Ins3:U1:R0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ins4:U1:R0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Ins2:U2:R0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	0	0	0	1	0	3	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	4	1	0	3	0	1	10	4	2	1	7	5	1	1	0	0	0	0	2	0	4	1	2	3	3	6	4	4	19	4	2	3	2	2	2	1	1	1	5	1	4	4	4	3	0	0	1	2	1	0	1	0	1	3	3	4	1	3	1	3	1	1	2
Ins3:U3:R0	1	0	0	0	0	2	3	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	3	1	1	0	1	4	2	1	1	2	2	0	1	2	1	1	0	3	1	6	0	0	5	1	2	1	0	1	1	0	0	0	1	1	1	1	0	0	2	1	1	1	0	0	1	0	0	1	1	1	1	1	1	3	1	3	0
Ins4:U2:R0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ins4:U4:R0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	2	1	0	1	0	1	0	0	1	1	0	2	1	2	2	1	0	3	2	0	1	3	4	0	1	0	1	0	2	0	0	0	1	1	1	1	2	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	2	0	0
Ins(5,):R0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	8	17	8	10	1	20	19	25	9	6	7	9	20	4	38	38	2	4	15	27	4	15	19	57	14	42	38	17	23	90	42	7	24	28	76	22	18	29	0	3	7	14	4	8	114	42	23	33	6	5	9	4	4	4	1	9	12	20	4	2	7	11	19	4	5
Ins2:U1:R1	1	0	1	0	1	0	0	0	1	1	0	3	0	1	2	0	0	0	4	1	0	0	1	4	0	0	1	1	0	0	0	0	2	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	3	2	8	3	0	0	0	6	2	0	0	1	0	0	1	0	2	3	1	1	1	2	0	4	7	0	1	2	0	2	0	3	2	2	1	4	1	2	0	1	2	0	2	3	1	0	1	0	0	0	0	1	1	0	2	1	0	3	2
Ins2:U1:R2	0	0	0	0	0	1	2	1	0	3	0	7	0	1	0	0	0	1	0	1	1	0	1	2	1	6	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	2	0	1	2	1	1	0	0	0	2	1	0	0	1	0	0	0	2	0	0	0	2	2	2	1	1	1	2	0	0	6	1	0	5	1	3	1	2	1	1	2	0	2	0	0	0	0	0	0	0	1	1	0	0	0	1	0	4	1	2	1	2	1	0	1
Ins2:U1:R3	3	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	1	1	2	0	3	1	0	0	2	0	0	0	3	1	1	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	1	1	1	2	0	1	0	1	2	1	2	0	0	0	2	3	1	2	2	3	0	0	0	0	0	0	1	3	3	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	2	0	1	2	0	1	2	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	1	1	0	0	0
Ins2:U1:R4	1	0	0	0	0	0	2	0	0	0	0	5	0	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	2	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	2	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	4	0	0	0	0	0	0	0	2	0	0	1	2	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	2	0
